0.000000000000000000e+00,1.217287368037235225e+06,5.787313996801975882e+05,3.324533352236500941e+05,1.573504751765183464e+05,2.398243714111268491e+04,1.222412229388148080e+04,3.498391906177403598e+03,1.511453877551014330e+03,3.511020037807185759e+02,9.213684773301793030e+04,3.373454267326475237e+05,1.624841597796141173e+02,2.054419296734275520e+02,2.472679597701149419e+02,6.269250891795483085e+02,2.834555320330910945e+03,2.742001227613496212e+03,2.723436708805198577e+03,8.906369000301496044e+02,3.885712868480734414e+02,1.172710406476642575e+01,7.634755463059318181e+00,2.767868441358018572e+02,2.031627300998259670e+03,5.003275353006139881e+02,9.466709183673469852e+01,7.079201673193309716e+02,2.193722485217997473e+02,4.794823421669379968e+03,9.303325161361943174e+03,3.356416866899434808e+03,5.298660135875518608e+04,3.151008843315979675e+02,1.936686622312768668e+04,2.607161449326196816e+03,1.479856036907366160e+03,2.475966245632891116e+02,3.307848418508042414e+02,1.382995538780623174e+05,5.740952850493822189e+04,5.140474263971520122e+05,1.445953848293964693e+05,1.252356007372935892e+04,4.307895998491386308e+03,1.654596863169284120e+02,1.533863888888886606e+02,2.486145328719722514e+01,1.290000000000000000e+02,2.805917159763313151e+01,1.521745537476424772e+02,3.801652892561984132e-01,9.876543209876545437e-02,5.796875000000000000e+00,2.151446280991735094e+01,3.028171745152354219e+02,1.292297993196217760e+02,1.386748834278515460e+03,8.757481576806810608e+01,2.000000000000000000e+00,5.299722991689750273e+01,5.080991735537190124e+01,8.288888888888887152e+01,9.492792150088434937e+02,3.307376561570497842e+01,5.802469135802470035e+00,1.488888888888889106e+01,4.440000000000000391e+00,3.772159999999999513e+01,2.151059167275385064e+01,9.561632653061221276e+01,6.441006494082854260e+03,1.514264816326530365e+02,2.403828824582900268e+02,5.988839506172844551e+01,3.897599999999999731e+00,2.663888888888888573e+01,2.147372528616022436e+01
1.217287368037235225e+06,0.000000000000000000e+00,2.077864497059456480e+05,4.349644532989900908e+05,5.371842213041200012e+04,9.762842006152551039e+04,3.915200524491665419e+03,2.848251625906564186e+03,9.129124559500702389e+02,7.528371598639466811e+02,9.036896682296051586e+04,3.050296876504436950e+05,6.551608977825851809e+01,5.492032541322313932e+01,7.364121591351400866e+02,4.036455111111108636e+02,7.341299091255050371e+02,6.227120326507087157e+03,3.073741813759983870e+03,2.628855140186915946e+02,3.951746401724840325e+02,1.053011593929682022e+01,1.968845663265306456e+01,2.180240461260497682e+02,1.482594797449547741e+03,1.643965152115147532e+02,6.642722117202266929e+01,4.197245638200180906e+02,2.294540816326529296e+02,9.100510932447083178e+03,9.518952127112361268e+03,1.244596445029625283e+04,2.440850133918462961e+05,4.660199478468617599e+03,8.298747169259993825e+04,4.652135161240571506e+03,2.915994112573251186e+03,3.145913307471756752e+02,3.768963724178742609e+02,1.099958724075701321e+05,7.199300452694209525e+04,1.067059425409176183e+05,1.577129387400977430e+05,6.918162558870110388e+02,1.323582000928005255e+04,1.853625252165655297e+02,8.452696689213237846e+01,4.997297297297297547e+01,3.155102040816325726e+01,1.189410150891631730e+02,4.635001137935256565e+02,5.654320987654320341e+00,3.142857142857142794e+00,1.131666666666666643e+01,2.724305555555557490e+01,7.776731094013889845e+01,6.402257584555079575e+02,1.310614230675184444e+03,2.493131422390477070e+01,2.500000000000000000e-01,1.159228650137741745e+01,1.849691358024690757e+01,3.882653061224489388e+00,5.431898037826401833e+02,4.813173284087417159e+01,5.714285714285714413e+00,8.888888888888889506e-01,6.537396121883655153e-01,1.001800554016620453e+02,3.348024724536411867e+00,1.111873767258382628e+02,1.093948848159090085e+04,4.211905024394818611e+02,8.147242911758449964e+02,1.613002191380570238e+01,1.639158163265306101e+01,4.440999999999998948e+01,1.429411764705882426e+01
5.787313996801975882e+05,2.077864497059456480e+05,0.000000000000000000e+00,1.435318650173292554e+05,7.166325392560845939e+05,3.104052538534585983e+04,3.248058870914647923e+04,7.854331461644395858e+03,1.028871809283754919e+04,5.912148793035215277e+01,5.000644681635882444e+04,1.272795691883286636e+05,1.654206117821277076e+02,8.827794214332662648e+01,9.739540467996455391e+02,3.601812394445486007e+03,1.374677521092553434e+04,1.717865704104769748e+03,1.049227689266204834e+04,8.158953392234969215e+03,2.452228761128713757e+02,1.465214015837690376e+01,6.539795918367349969e+00,2.041012400203842674e+02,7.910788767046444264e+03,2.408546849766669766e+03,8.550475328202805869e+00,1.819946231813111126e+02,1.432194375222500412e+03,3.410954572822595219e+04,2.305317452327770752e+03,8.676045654878809728e+03,1.731035969523810491e+04,1.120167376228515934e+02,2.674504054350210936e+03,2.588658988859514466e+03,4.539049645338573669e+02,4.893204526714886242e+02,6.734422899353644425e+02,9.043204019231475831e+04,2.086332892511116370e+04,1.030420033682808094e+07,1.215111768202217208e+05,3.192002183716045227e+06,4.136735846399985235e+02,1.469641306228378653e+03,2.585404262944848028e+02,1.989632677945434693e+02,4.810657439446367221e+02,8.472616024973991955e+01,1.446718120346969556e+02,8.782222222222220154e+00,3.501730103806227845e+00,2.161250000000000071e+01,5.412571428571427390e+01,6.768750000000000000e+01,4.854483959936127917e+02,9.467560309729971777e+03,2.618717900883940092e+04,1.577514792899408391e+01,5.459183673469388154e+00,8.888888888888888395e-01,4.683593750000000000e+00,1.445844776128475360e+03,4.611112333333338142e+02,2.952380952380952550e+00,2.920987654320987303e+01,4.779918367346940755e+01,7.651831285444228570e+01,5.236205621301773760e+01,6.338591135621556987e+02,8.122980383280520982e+03,1.626038781163434876e+01,1.932620657928720220e+02,1.693248952749875684e+02,1.213609467455620745e+02,6.913899405083820682e+01,3.827310460151097971e+01
3.324533352236500941e+05,4.349644532989900908e+05,1.435318650173292554e+05,0.000000000000000000e+00,1.183050014384802671e+04,4.992864508260664879e+05,3.065074479701409928e+03,2.703936303854859489e+03,1.879141686173376684e+03,1.081987603305784091e+02,5.658773832960246364e+04,2.256195003691455058e+05,4.511619840443976415e+01,8.962967687074824141e+01,4.843516622077982561e+02,6.103213957759407293e+01,1.124711493654230168e+02,7.609831959198500044e+02,3.876176535147392133e+04,1.881959299027749921e+03,4.486584751102713540e+02,3.508656238382567949e+01,2.871802469135804614e+01,1.033945115461150834e+02,3.280235249353139807e+04,1.500759445916263985e+03,7.092303002591063432e+01,3.637922180214245031e+02,1.190599555555554474e+02,2.039751377410467967e+03,6.664707534012752149e+03,4.663497458020890008e+03,6.856277150526997502e+03,2.082393272488622188e+03,1.573603765626817949e+04,9.680287085057191234e+02,2.568204943378575081e+03,1.345405026095349399e+02,3.083210056650459023e+02,2.561373572408004547e+05,2.860032599519607029e+05,6.147899162394381128e+05,1.397944452570656314e+06,3.102205279003002943e+03,2.771329905425935867e+05,4.255837754640107846e+02,6.063876381990070286e+02,2.003777514792897989e+02,8.040999999999999659e+01,1.249768874673848359e+03,1.973841695501728964e+03,1.250560000000000471e+01,6.294736842105263008e+01,4.956896919988039940e+01,7.984304399524370410e+01,6.865734441924912801e+01,1.023535456524896745e+03,1.028714785140501954e+04,1.030147614650663996e+02,0.000000000000000000e+00,1.037070131719471959e+02,1.450315924032139208e+02,1.104320987654321726e+02,1.637737717436008825e+04,1.414508348794062442e+02,9.632653061224488056e+00,5.972222222222221433e+00,5.963498263888889284e+01,7.971729125575279795e+01,3.763723634396971818e+01,4.531027739398443259e+02,2.992732725791710982e+04,9.141369483397361364e+02,1.067293895747600345e+03,6.840527343750000000e+01,5.623961218836566189e+00,7.762333333333332064e+01,2.449513985320376719e+02
1.573504751765183464e+05,5.371842213041200012e+04,7.166325392560845939e+05,1.183050014384802671e+04,0.000000000000000000e+00,7.824993170690363331e+04,1.074012344088115729e+06,2.121274996920119447e+05,7.788489455649582669e+04,4.282928193688932765e+02,5.650131345975727891e+04,3.190458871275397541e+04,3.903071403376180228e+02,6.877143071633425961e+02,2.761129967097038389e+04,5.287583164966014010e+04,1.432006570528501761e+05,1.618463112299651402e+04,5.344432818794957711e+02,1.976589510546901511e+04,4.667388888888884679e+01,5.635092186434374071e+02,7.914857326710789494e+02,1.090530454941195558e+03,3.776354034103255253e+04,3.537069633814298868e+04,5.016374325020056091e+01,2.396312545653751727e+02,1.473392446767766342e+04,4.843282460784348659e+05,8.364006940879489775e+03,2.107491286161433673e+05,1.340734308830466471e+05,6.314171593757879464e+02,3.957938643355164822e+04,1.014903174472790910e+06,4.674630578395370685e+04,3.651886851994518656e+04,4.183879918534971694e+02,8.704840573821877570e+02,2.287455904231986779e+02,1.571881340963847179e+05,5.359319772182974475e+02,5.855776526236699894e+06,4.368814167543340545e+02,1.452657433669822523e+06,3.577963633119998121e+04,1.211190476190475238e+03,2.095229030339084986e+01,3.213241364822034143e+02,9.740335169880619048e+01,1.087211162015826631e+03,1.343565759637187398e+02,2.523864385163138877e+02,4.908333333333333570e+01,3.274202469135802289e+02,1.993280526877894232e+01,1.567912532770610312e+02,7.393498239454790018e+04,1.741496598639456383e+00,2.253354671543972074e+02,2.550002687449610050e+02,1.812761593341260209e+02,4.634659622350777113e+02,1.902706864256248082e+04,7.561068678197187864e+01,9.633136094674556560e+00,2.329289940828401484e+01,2.296010822060353291e+02,9.580485448617311661e+00,7.084742602923520280e+02,2.149591234477722992e+02,1.719381688466111724e+00,7.909027055150887975e+01,2.719232947071820490e+03,6.652642917545803130e+02,8.054415562466193705e+02,9.700299870096763755e+00
2.398243714111268491e+04,9.762842006152551039e+04,3.104052538534585983e+04,4.992864508260664879e+05,7.824993170690363331e+04,0.000000000000000000e+00,2.886101690836782291e+04,2.032120469356173999e+04,1.026953824470124528e+04,8.679480027548220278e+02,1.352562118154473428e+05,5.010024541873891721e+05,4.472752417654860437e+03,7.058552866111210278e+03,5.068839300564842997e+05,3.643587128027674680e+03,1.207651836796286079e+04,1.435150217826987791e+05,2.179711145382125324e+04,4.819560117242688648e+03,4.989193196928476937e+02,1.102460631146584456e+04,2.466457620363495153e+03,8.857060007425558069e+03,3.251762354111482855e+05,1.129225614256248809e+04,4.805626964675797694e+02,8.684203190176458520e+02,6.748388840502562743e+03,9.798885109930043109e+04,1.871466093230573460e+04,1.291990625153656816e+06,8.531749293755738763e+05,1.335514510833045642e+05,4.783555987939119950e+04,1.400995716877755740e+03,1.304197006913579753e+04,8.847643214148428115e+02,7.418239187660122980e+02,3.215138941701372460e+04,5.675155047365970677e+04,1.555119771388326808e+04,1.343015393923969008e+06,2.547713448739012563e+02,5.824808248668616638e+06,3.195019355420966463e+02,5.576349345804483164e+02,4.591053700660432924e+02,9.092281470659848708e+00,1.725285426991799568e+03,1.954253864297599421e+03,1.961968618035451527e+03,1.081915743960745203e+03,1.104381167738996737e+04,2.112761376387698249e+02,1.313240758115971971e+02,1.806818614049067037e+03,3.127936774254971169e+03,1.558178784218171984e+02,1.011728395061728847e+01,7.003737770345795752e+02,1.741380439743352326e+02,1.596056524844407249e+02,7.616315499302836542e+04,5.098336598585522665e+02,3.359310783136790235e+01,7.986753902663008375e+01,1.947552843043059454e+02,5.017823411990239038e+02,2.508873305738164845e+02,5.720419664198896498e+03,3.639792365405091550e+04,5.767499902343749909e+02,3.225794270833333144e+02,7.631578947368421240e+00,3.269331000000000245e+02,1.481621742036089273e+01,4.015697680815687249e+02
1.222412229388148080e+04,3.915200524491665419e+03,3.248058870914647923e+04,3.065074479701409928e+03,1.074012344088115729e+06,2.886101690836782291e+04,0.000000000000000000e+00,1.413311447841785150e+06,2.871759242989548366e+05,5.695341863646623324e+02,3.044787461916342145e+05,7.317037461603253614e+05,1.925840601658957530e+04,1.269983358689868874e+04,3.013837570636097735e+04,3.068047939267463153e+04,5.691852924345803331e+04,3.641237628744539961e+03,5.395036224623429916e+03,1.351725854678308860e+04,2.747578972792985041e+02,3.660124928181566702e+03,3.304640744788012398e+03,4.416757523686593231e+03,2.756715212363493629e+04,7.278036517560726497e+04,6.734935691832286011e+02,2.796121542720852062e+02,1.077856450689161647e+04,3.193835847475160263e+05,7.009072614175051058e+03,1.481514681852748326e+05,4.774056627675909840e+04,1.758095706169908681e+02,1.027731677896877727e+03,1.321196500125810504e+06,1.717837606512933853e+05,4.983668241509580548e+04,9.229380178552440839e+02,5.765248888888884693e+01,1.907232199117833602e+02,2.734188768123224690e+03,4.045613477431662659e+02,1.818543039812987670e+06,3.107958740304508183e+02,1.090223794172124937e+07,1.679516940041072667e+06,2.165826614561872702e+04,8.140000553633230140e+01,6.266414809992294295e+02,4.289523564121726622e+02,1.374296484374999068e+02,6.757768379683028570e+01,3.255415588017744000e+01,2.907313609467454540e+01,1.333398754325259006e+03,5.445646295294756634e+00,2.921848495967061581e+02,4.701048768480568833e+04,7.557862360630525700e+01,5.363553547560703691e+02,4.497394537587881587e+02,2.758134157387179926e+02,1.041255859022894356e+03,3.839640955594869592e+04,2.042544931195551783e+02,1.236914600550963961e+01,4.445659722222222854e+01,1.917039455782310142e+02,1.346416666666667084e+01,2.653633691392074638e+02,2.210528539540811721e+02,7.719135802469135221e+00,1.043307555026769862e+01,1.545225504746273509e+04,1.165949071140981869e+04,2.022203584900897113e+04,6.317379112074679171e+01
3.498391906177403598e+03,2.848251625906564186e+03,7.854331461644395858e+03,2.703936303854859489e+03,2.121274996920119447e+05,2.032120469356173999e+04,1.413311447841785150e+06,0.000000000000000000e+00,6.035489381435400574e+05,9.911715547884601847e+02,2.641801878195431782e+05,7.232890791089951526e+05,4.524798414421858615e+04,3.419666152308303572e+04,3.628088150925086666e+04,2.026341234575576527e+04,6.274884456699690782e+04,6.147878472222200799e+03,1.201952231479784132e+04,1.897264960692056411e+04,3.622173617674841921e+02,4.728400280961418503e+03,3.487784601899197241e+03,4.532780132378261442e+03,2.852802549698944131e+04,9.096468136532091012e+04,5.995327533803148981e+03,7.358390138408284997e+01,3.448661816564861510e+03,1.061317598005653272e+05,7.011884009758554384e+03,4.682706583402404794e+04,1.014419245244707236e+04,2.670951034531454411e+02,1.166956809937724529e+03,1.057331613704433548e+05,2.445738816910760070e+05,3.010123329843106330e+05,1.876807710633086572e+03,1.546201237217520941e+02,5.364791818845867510e+01,1.067603440470800535e+02,2.260768108896454009e+02,1.001874092333032895e+05,4.272487143503850575e+02,3.499437068223651033e+06,6.764869606958460063e+06,4.395267016952417907e+05,1.197897472726655366e+02,2.032984796586744096e+02,9.296517888928444506e+01,1.787889350569407725e+02,1.053271041311583076e+02,9.552000414057246758e+01,4.100998520710059836e+01,8.668704474505724988e+01,3.079430529300570996e+01,2.641146183838060892e+02,1.354434821076408298e+04,6.156937500000005770e+01,6.640808629104579950e+02,2.010215318869162218e+02,1.035509759999999204e+02,4.203025196788107678e+02,2.348781471653670451e+04,1.207448131358023602e+04,1.177295918367346372e+00,2.417048676748581215e+01,2.244443417159764920e+01,1.741318558673470207e+01,1.338169887769370519e+02,1.380942975206611436e+02,3.327032136105859683e-01,2.492214532871974697e+00,2.185473700795658442e+04,2.505524987758800125e+04,4.424394540123271872e+04,3.042232674292225738e+02
1.511453877551014330e+03,9.129124559500702389e+02,1.028871809283754919e+04,1.879141686173376684e+03,7.788489455649582669e+04,1.026953824470124528e+04,2.871759242989548366e+05,6.035489381435400574e+05,0.000000000000000000e+00,2.190979119072809117e+05,1.460031417353414581e+05,3.222015533332295599e+05,1.250732376757403545e+05,1.409211931817361619e+05,7.999637733215017943e+04,3.400901655740816932e+04,6.174720187240344967e+04,1.552528938925062721e+04,8.616148742140358081e+03,2.089793946658081404e+04,7.269166719704181787e+02,2.550627089135104143e+03,1.536545355349171359e+03,1.807741604444951008e+03,2.112713979980101794e+04,2.665247875549355522e+05,2.068619338231292932e+04,1.471702958510214216e+02,5.789805214904708009e+03,1.239323132371883257e+05,1.824630536297245271e+04,4.258152396159825003e+04,6.676078761609112007e+03,1.532663834989265069e+03,1.072109520214929717e+03,1.788764663096614186e+03,1.529247711860203708e+05,3.707590742120599025e+05,2.607866128485610825e+05,6.574059171597633622e+01,3.890362879238554683e+01,6.336269239474867021e+01,1.761263754390728593e+02,2.564334193838293686e+03,1.758757596456329111e+03,5.338253495958272833e+04,1.426078287412891630e+06,3.130318171629196964e+06,1.782674912872674395e+04,2.034015842603446629e+02,2.839216946676407360e+02,7.553215368596411281e+02,1.050377502962022163e+03,2.580529882680540936e+02,3.065632653061226875e+01,1.393511915931695988e+01,1.558331304277250418e+01,2.122838563327036638e+02,5.090766259266203633e+03,2.669121390206992146e+02,7.936566162109375000e+01,3.426240833244765582e+01,2.497540093967390362e+02,2.304905642978995104e+02,3.516148943993059220e+05,3.882022958130542247e+04,2.227833195883679878e+02,2.118263766411914162e+02,2.753305509387506618e+02,4.506949414314002524e+02,3.701628582249722399e+01,3.048401442307692264e+02,2.494749999999999446e+01,1.000000000000000000e+00,1.631062226821527020e+03,5.948269513608159286e+03,6.711401654196276468e+03,8.237350183606657083e+03
3.511020037807185759e+02,7.528371598639466811e+02,5.912148793035215277e+01,1.081987603305784091e+02,4.282928193688932765e+02,8.679480027548220278e+02,5.695341863646623324e+02,9.911715547884601847e+02,2.190979119072809117e+05,0.000000000000000000e+00,8.206294703217445203e+03,5.306312013115488298e+03,1.829804291851034577e+04,2.787837495636359381e+04,1.284068703600001027e+04,7.128227389480632610e+02,6.965762925826398941e+02,1.070872791870713030e+02,1.636962595234964965e+03,1.617674259317882388e+04,5.687566623286785216e+03,3.364702712382857612e+02,1.316875819648144272e+02,2.399771801839361842e+02,1.041599253680092716e+03,4.206337810569714202e+04,2.336656961294702796e+03,1.338784374999999955e+03,7.320409764588457620e+02,4.958089049609036010e+03,2.745202865235494755e+04,2.467753270506538001e+02,2.257929483104310364e+01,2.162140589569160198e+01,3.377499999999997726e+00,6.848135332564407207e+00,5.178234631027422665e+02,2.539435295994004349e+01,2.973448194377930486e+05,8.375000000000000000e+00,6.937500000000000000e+00,1.614617283950616411e+01,2.168729971327375665e+02,5.468237367544371637e+02,1.788092458677691411e+03,7.663241977942961967e+02,3.663112148018441530e+03,7.840976996849781135e+05,5.464172980650934187e+04,1.976672262396692759e+02,5.426538085937500000e+01,1.278974178300377247e+02,2.024217759999996815e+02,9.529812921029143524e+01,3.820273755207298727e+00,1.159769126301493287e+02,1.152190373174688887e+01,1.074641593634853791e+02,2.783224806777640879e+03,1.095674392356586623e+03,4.011982222222228245e+01,1.122450061310867540e+02,2.548996407566997107e+02,6.477384681650875109e+01,1.015511403427631449e+05,4.015561712249624634e+03,2.837049373199726574e+02,1.307246519290043523e+02,1.306892475136046130e+02,5.878255729448338798e+02,1.573668912670102600e+02,3.427555026769775282e+02,8.901224489795920363e+02,0.000000000000000000e+00,7.650156087408950611e+01,2.679652425676153143e+03,3.340090719809638244e+02,5.195582029738290657e+03
